,fes_youth,fes_p_ss_fc_pr,macv_p_ss_fs,macv_p_ss_fo,macv_p_ss_isr,macv_p_ss_fr,macv_p_ss_r,demo_prnt_age_v2,demo_prnt_marital_v2,demo_comb_income_v2,demo_fam_exp,demo_yrs_1,demo_yrs_2,parent_rules_q1,parent_rules_q4,parent_rules_q7,y
266,1,1.0,4.83,4.4,4.2,4.2,5.0,48.0,4,1,1,3,3,0,0,0,1
267,1,1.0,4.33,3.0,3.6,2.4,1.0,38.0,1,9,0,0,1,2,2,2,0
268,0,2.0,3.0,2.6,3.2,2.4,1.71,52.0,4,10,0,0,2,0,0,0,0
269,2,2.0,3.83,3.6,4.2,3.4,4.43,33.0,5,6,1,1,2,0,0,0,0
270,2,4.0,5.0,4.0,3.8,4.6,5.0,41.0,5,3,0,2,4,0,0,0,1
271,0,2.0,4.83,4.8,3.2,3.0,3.86,35.0,1,7,0,3,3,0,0,0,1
272,1,2.0,4.67,4.2,2.6,2.6,2.71,42.0,1,8,1,0,1,0,0,0,0
273,0,0.0,3.83,3.8,2.4,4.0,5.0,39.0,1,8,0,4,4,0,0,0,0
274,1,4.0,3.83,4.0,3.2,3.6,4.57,35.0,3,5,0,2,4,0,0,0,0
275,1,5.0,3.33,2.6,3.2,3.0,1.0,43.0,4,6,0,0,1,0,0,0,0
276,4,2.0,3.33,3.0,3.4,3.4,4.43,28.0,5,1,0,3,3,0,0,0,1
277,0,1.0,4.0,3.4,3.6,3.0,1.0,35.0,1,9,0,0,1,2,2,2,0
278,0,2.0,4.0,3.8,3.6,4.2,2.29,42.0,1,9,0,1,2,2,2,2,0
279,3,3.0,5.0,4.2,4.0,4.4,1.71,56.0,1,9,0,1,3,0,0,0,0
280,2,4.0,3.5,2.8,3.6,3.2,5.0,37.0,1,8,0,3,4,0,0,0,0
281,1,2.0,4.33,3.4,3.8,3.6,3.29,41.0,1,9,0,2,3,0,0,0,0
282,2,3.0,3.67,3.2,3.6,3.2,4.71,43.0,1,9,0,3,3,2,2,2,1
283,1,3.0,4.0,3.8,3.8,4.2,4.71,31.0,6,3,0,1,3,0,0,0,0
284,5,2.0,5.0,4.4,4.0,3.6,5.0,28.0,1,6,1,3,4,0,0,0,0
285,3,1.0,3.67,3.0,3.4,3.8,1.0,29.0,6,7,0,0,1,1,2,2,1
286,3,1.0,4.83,4.4,4.4,4.2,4.71,35.0,1,5,0,2,3,2,2,2,1
287,1,0.0,5.0,4.6,3.0,3.8,5.0,39.0,3,5,0,2,4,0,0,0,0
288,3,0.0,4.0,4.0,3.8,4.4,4.43,27.0,6,3,1,1,3,0,0,0,0
289,1,0.0,3.0,3.0,3.6,2.0,1.0,52.0,1,9,0,0,1,2,2,2,0
290,1,1.0,5.0,4.4,4.4,4.6,4.14,38.0,4,8,0,2,3,0,0,0,0
291,5,2.0,5.0,4.4,3.8,4.0,3.14,40.0,1,7,1,0,1,2,2,2,1
292,1,0.0,3.33,3.0,3.6,2.6,1.0,43.0,1,8,0,2,4,0,0,0,0
293,4,2.0,3.67,2.2,4.2,3.8,3.71,34.0,1,2,0,0,2,0,0,0,1
294,2,4.0,4.17,3.8,3.4,3.2,1.0,47.0,5,8,0,0,1,2,2,2,0
295,1,2.0,4.67,4.6,4.0,3.8,4.71,30.0,6,6,1,1,4,0,0,0,0
296,3,7.0,3.67,3.8,3.2,3.0,5.0,38.0,5,6,1,1,4,0,0,2,1
297,1,2.0,3.33,3.2,3.0,2.8,1.0,53.0,1,10,0,0,1,0,0,0,0
298,1,1.0,3.83,3.8,3.6,3.2,3.14,36.0,1,9,0,1,2,2,0,2,0
299,4,2.0,2.83,2.8,4.0,1.8,1.86,41.0,1,9,0,1,2,2,2,2,0
300,4,0.0,4.33,4.2,3.8,4.4,5.0,37.0,1,7,0,4,4,0,0,0,1
301,3,4.0,4.5,3.8,3.0,4.0,5.0,46.0,5,7,0,3,4,0,0,0,1
302,1,0.0,3.17,3.2,4.4,3.2,1.0,43.0,1,8,0,0,1,2,2,2,0
303,0,4.0,3.5,2.6,3.0,3.0,3.86,37.0,1,10,0,3,4,0,0,0,0
304,1,2.0,4.5,3.6,3.8,3.8,4.0,46.0,1,8,0,2,3,0,0,0,0
305,0,1.0,4.33,3.6,3.8,4.0,2.0,41.0,1,9,0,1,2,0,0,2,0
306,3,3.0,4.17,3.6,3.2,3.2,3.0,34.0,3,4,1,0,1,0,0,0,0
307,1,4.0,4.67,4.4,4.0,4.6,1.0,40.0,1,2,0,0,1,0,0,0,0
308,1,0.0,3.67,3.6,3.0,2.6,5.0,41.0,1,10,0,3,4,0,0,0,0
309,5,2.0,5.0,4.6,4.2,4.6,5.0,43.0,1,8,0,3,3,0,0,0,0
310,2,2.0,4.0,3.4,3.0,2.8,3.71,48.0,1,9,0,2,3,0,0,0,0
311,6,0.0,3.33,3.2,3.2,2.4,2.0,34.0,1,6,0,0,3,2,0,2,0
312,1,0.0,2.33,3.0,3.0,2.0,1.0,35.0,1,2,1,0,1,0,0,2,0
313,0,2.0,3.5,3.0,2.8,2.6,4.86,39.0,1,8,1,1,2,2,2,2,1
314,1,2.0,4.5,3.8,4.2,4.2,3.0,44.0,1,7,1,1,2,0,0,0,1
315,4,3.0,3.83,3.8,2.6,3.2,1.71,39.0,1,10,0,1,2,2,2,2,0
316,2,3.0,5.0,4.6,4.2,4.2,4.86,31.0,1,6,0,1,3,0,0,0,0
317,8,1.0,4.33,3.6,3.6,3.4,1.29,40.0,1,9,0,0,2,2,0,2,0
318,2,1.0,4.0,4.0,3.0,3.4,3.86,41.0,1,10,0,3,3,0,0,0,0
319,4,5.0,3.5,3.6,3.4,3.6,3.29,34.0,1,5,0,2,3,2,2,2,0
320,2,2.0,4.33,4.6,3.4,4.2,4.43,40.0,5,1,1,0,3,0,0,0,1
321,1,1.0,3.67,1.8,2.0,2.2,2.0,49.0,1,8,0,0,2,0,0,0,0
322,1,1.0,3.33,2.6,3.8,2.8,1.14,40.0,1,9,0,0,1,0,0,0,1
323,1,4.0,3.33,2.8,3.2,2.2,1.0,38.0,1,9,0,0,1,2,0,2,0
324,0,3.0,4.17,4.4,3.4,3.6,3.0,41.0,6,8,0,1,2,2,2,2,0
325,0,2.0,5.0,4.2,3.8,5.0,4.43,33.0,4,1,1,4,4,0,0,0,0
326,1,1.0,4.5,4.6,4.8,3.8,5.0,40.0,1,5,1,3,4,0,0,0,1
327,2,1.0,3.17,3.4,3.8,3.0,2.14,44.0,4,7,1,0,1,0,0,0,0
328,2,4.0,5.0,4.6,4.0,4.8,4.71,29.0,5,2,1,3,4,0,0,0,1
329,3,7.0,4.0,3.4,3.0,2.6,2.43,40.0,4,5,0,1,1,0,0,0,1
330,6,0.0,4.83,4.8,3.6,4.2,5.0,44.0,1,7,0,4,4,0,0,0,0
331,2,0.0,4.0,3.8,2.4,3.0,5.0,37.0,1,9,0,4,4,0,0,0,1
332,1,3.0,5.0,4.2,4.0,4.4,4.43,44.0,6,9,0,3,4,0,0,0,1
333,0,0.0,3.0,1.8,3.8,2.4,1.0,45.0,1,9,0,0,1,2,2,2,0
334,0,2.0,4.0,3.4,2.6,3.2,3.43,35.0,5,6,0,2,3,0,0,0,0
335,3,5.0,4.0,3.2,3.6,2.8,2.14,48.0,1,10,0,0,2,0,0,0,0
336,1,2.0,2.83,2.6,3.6,1.6,1.71,50.0,5,9,0,0,2,1,0,0,0
337,0,5.0,2.67,2.6,1.8,1.8,1.0,41.0,1,9,0,0,1,0,0,0,0
338,0,5.0,3.0,4.0,4.2,3.4,4.86,39.0,5,1,0,3,3,0,0,0,1
339,6,2.0,4.33,3.0,4.4,3.8,1.0,42.0,1,8,0,0,1,0,0,0,1
340,1,0.0,4.0,3.2,3.2,3.2,3.29,34.0,1,9,0,2,3,0,0,0,0
341,3,5.0,4.67,3.8,4.0,3.8,4.57,29.0,5,6,0,1,3,0,0,0,1
342,0,4.0,4.67,4.2,3.8,4.4,4.29,36.0,1,7,0,3,3,0,0,0,0
343,1,4.0,4.83,5.0,4.2,4.6,5.0,37.0,5,1,1,0,1,0,0,0,0
344,5,8.0,2.67,3.8,3.2,2.6,4.0,36.0,5,2,0,0,1,0,0,0,1
345,2,2.0,4.0,3.8,2.8,4.2,4.86,46.0,1,8,0,2,3,2,2,2,0
346,0,3.0,4.83,3.6,2.2,3.4,4.43,41.0,1,8,0,3,3,0,0,0,0
347,2,2.0,3.83,3.4,3.4,3.2,4.29,34.0,5,1,1,3,3,0,0,0,1
348,0,0.0,3.83,3.0,4.0,2.4,2.29,48.0,1,7,0,1,3,0,0,0,0
349,0,2.0,5.0,4.8,4.0,5.0,5.0,42.0,5,1,1,3,4,0,0,0,0
350,5,0.0,4.0,2.8,3.6,3.2,4.86,35.0,1,9,0,3,4,0,0,0,0
351,0,4.0,3.0,2.4,3.6,2.4,1.14,41.0,1,9,0,0,2,2,0,2,1
352,4,7.0,3.83,3.2,2.6,3.4,5.0,37.0,3,4,0,4,4,0,0,0,1
353,5,1.0,4.33,4.0,3.4,3.4,2.57,41.0,1,7,0,2,3,2,0,2,1
354,2,5.0,4.17,3.6,3.2,3.0,4.29,44.0,3,8,0,2,4,0,0,0,1
355,1,0.0,3.83,3.8,3.6,3.4,1.57,47.0,1,9,0,0,1,2,0,2,0
356,3,6.0,4.17,4.2,3.2,2.2,1.14,31.0,6,5,1,0,1,0,0,2,1
357,3,6.0,3.17,3.8,4.6,3.4,1.14,48.0,1,10,0,0,1,2,0,0,1
358,2,4.0,4.33,4.0,3.6,3.4,3.86,37.0,6,6,0,1,3,2,0,0,0
359,6,5.0,4.5,3.8,3.2,3.2,4.71,32.0,1,9,0,3,4,2,2,2,1
360,4,1.0,3.67,3.4,3.2,3.8,4.0,42.0,1,10,0,3,3,0,0,0,0
361,4,2.0,3.83,3.2,2.8,3.4,3.29,41.0,1,6,0,2,3,0,0,0,0
362,2,1.0,4.83,4.6,3.8,4.0,3.57,30.0,1,8,0,3,3,0,0,0,1
363,0,0.0,3.17,2.4,3.0,2.4,3.14,34.0,1,9,0,2,2,0,0,0,0
364,0,2.0,3.33,3.8,4.2,2.8,1.57,41.0,5,6,1,0,1,2,2,2,0
365,5,0.0,3.5,3.2,2.4,2.2,1.71,66.0,1,9,0,0,3,0,0,0,0
366,1,6.0,3.83,3.8,3.8,3.6,2.57,36.0,1,6,0,2,3,0,0,0,1
367,1,2.0,4.33,3.8,3.8,3.4,4.86,47.0,5,5,0,3,4,0,0,0,1
368,8,4.0,3.67,3.4,3.4,2.8,4.86,51.0,1,8,0,3,4,0,0,0,1
369,3,4.0,4.17,3.8,3.4,3.4,4.14,46.0,3,7,0,1,3,0,0,2,1
370,6,5.0,3.67,3.0,4.0,2.4,3.43,51.0,5,7,0,2,4,0,0,0,1
371,4,3.0,5.0,3.8,3.6,3.4,5.0,36.0,1,6,0,4,4,0,0,0,0
372,3,6.0,3.83,2.4,3.6,2.8,3.86,50.0,1,6,0,3,3,0,0,0,1
373,4,1.0,5.0,4.6,3.0,4.4,4.14,41.0,4,6,0,0,4,0,0,0,1
374,0,3.0,4.0,4.0,4.0,3.2,2.71,37.0,4,7,0,1,4,0,0,0,0
375,0,0.0,5.0,4.8,4.0,4.0,1.43,44.0,1,9,0,1,2,0,0,2,0
376,2,5.0,3.5,3.8,3.8,4.2,3.86,31.0,5,3,1,0,3,2,2,2,1
377,0,2.0,4.17,3.6,2.6,2.6,2.43,40.0,1,8,0,2,3,2,2,2,0
378,6,2.0,4.17,3.4,3.8,3.6,4.57,34.0,1,8,0,4,4,0,0,0,0
379,5,4.0,4.17,2.8,3.0,2.4,4.86,33.0,1,7,0,3,4,2,2,2,0
380,1,1.0,3.0,1.8,3.0,1.6,1.29,39.0,1,9,0,0,1,0,0,0,0
381,3,3.0,5.0,3.0,3.6,4.0,5.0,40.0,1,7,1,4,4,0,0,0,1
382,1,0.0,4.0,3.4,3.2,3.0,1.14,40.0,1,9,0,1,1,2,2,2,0
383,4,3.0,3.83,4.0,3.6,4.0,3.86,28.0,5,1,0,4,3,0,0,2,1
384,0,2.0,4.67,4.0,3.6,3.6,4.86,57.0,1,6,1,3,4,0,0,0,0
385,3,6.0,4.5,3.6,3.6,1.8,3.71,41.0,1,8,1,1,3,0,0,0,1
386,0,2.0,3.83,2.2,3.0,2.2,3.86,35.0,5,1,0,1,1,0,0,0,1
387,0,2.0,3.67,2.6,2.6,3.0,5.0,47.0,1,8,0,4,4,0,0,0,0
388,5,1.0,4.67,3.6,4.2,3.6,2.14,48.0,3,7,0,0,2,0,0,0,0
389,0,1.0,4.33,3.2,4.4,2.8,1.57,39.0,1,9,0,2,3,0,0,0,0
390,2,2.0,3.83,3.2,3.6,3.6,4.86,45.0,1,9,0,2,4,2,0,0,0
391,4,4.0,3.33,2.8,2.6,3.2,1.29,47.0,1,10,0,0,1,0,0,0,0
392,2,3.0,4.0,3.6,3.2,3.4,5.0,40.0,1,6,1,3,4,0,0,0,0
393,1,3.0,3.5,3.4,3.2,2.6,1.14,38.0,1,10,0,1,2,0,0,0,0
394,2,0.0,4.83,4.4,4.2,4.2,2.57,40.0,1,9,0,0,1,0,0,0,0
395,1,1.0,3.17,3.0,3.0,3.2,2.14,40.0,1,5,1,1,3,0,0,2,0
396,1,0.0,4.0,3.0,4.0,3.6,1.71,35.0,1,9,0,1,3,0,0,0,0
397,1,6.0,5.0,5.0,4.0,4.0,4.71,42.0,1,8,0,1,3,0,0,2,1
398,2,1.0,5.0,4.0,4.0,3.8,5.0,34.0,1,7,0,4,4,2,2,2,1
399,2,1.0,4.83,4.0,3.0,3.8,4.71,40.0,1,7,1,4,4,0,0,0,0
400,5,5.0,4.17,3.8,4.0,2.8,3.14,47.0,4,2,1,3,3,0,0,0,1
401,0,0.0,4.33,3.8,3.8,3.4,4.86,35.0,1,9,0,2,4,0,0,0,0
402,3,0.0,3.83,3.2,3.2,2.8,2.71,30.0,1,9,0,2,3,0,0,0,0
403,0,2.0,5.0,4.8,3.8,4.6,4.43,36.0,1,7,1,3,4,0,0,0,1
404,0,4.0,4.67,4.0,3.4,2.0,3.86,41.0,5,5,0,0,4,0,0,0,0
405,3,0.0,4.33,3.0,3.0,3.4,1.71,52.0,1,9,0,0,1,2,2,2,0
406,2,1.0,4.83,4.6,3.8,4.6,5.0,48.0,1,8,0,3,4,0,0,0,0
407,0,2.0,3.67,4.0,4.2,3.0,2.43,36.0,1,9,0,0,2,0,0,0,0
408,4,1.0,4.33,4.2,3.6,4.4,4.86,38.0,1,9,0,2,3,0,0,0,0
409,8,5.0,3.0,3.0,3.0,3.0,3.0,37.0,5,6,1,2,3,0,0,0,1
410,2,2.0,4.17,3.8,4.6,3.8,1.0,35.0,6,9,0,0,1,0,0,0,0
411,7,6.0,3.5,3.0,3.2,2.8,1.0,43.0,1,8,0,0,1,2,2,2,1
412,1,1.0,3.83,4.2,3.6,3.8,1.14,35.0,1,9,1,0,1,0,0,0,1
413,0,3.0,4.17,4.0,4.2,4.0,4.0,30.0,4,5,1,2,3,0,0,0,0
414,3,0.0,5.0,4.6,4.0,4.2,1.0,42.0,1,9,0,0,1,0,0,0,0
415,1,0.0,3.67,2.2,3.2,2.0,1.0,43.0,1,9,0,0,1,2,2,2,0
416,1,0.0,4.83,4.0,3.2,3.8,4.71,43.0,1,9,0,1,3,0,0,0,1
417,0,1.0,4.0,3.2,2.0,2.6,1.14,42.0,1,10,0,1,1,0,0,0,0
418,5,4.0,4.33,4.0,4.4,3.4,1.0,48.0,1,9,0,0,1,0,0,0,0
419,0,6.0,2.83,3.2,4.0,2.8,1.0,36.0,4,5,1,0,1,0,0,0,1
420,1,3.0,4.0,3.8,4.0,3.8,2.71,39.0,3,9,0,0,2,0,0,0,0
421,1,1.0,4.67,4.2,3.6,3.6,2.29,39.0,1,9,0,0,1,0,0,0,0
422,1,4.0,4.17,3.2,3.2,3.4,2.14,33.0,1,5,1,0,3,0,0,2,1
423,0,3.0,3.83,2.8,4.0,2.4,1.71,43.0,1,9,0,1,1,0,0,0,0
424,0,1.0,4.0,3.4,2.6,2.4,1.29,39.0,1,10,0,0,1,2,2,2,0
425,3,4.0,4.0,3.6,4.2,3.6,4.86,29.0,5,4,1,1,3,2,2,2,1
426,1,1.0,4.67,3.8,3.4,4.2,4.71,37.0,1,9,0,3,4,0,0,0,0
427,1,1.0,4.0,3.0,3.0,3.2,1.0,36.0,1,9,0,0,1,2,2,2,0
428,0,1.0,3.0,2.6,3.0,1.6,1.14,39.0,1,9,0,0,1,0,0,2,0
429,2,4.0,3.33,3.6,3.4,3.0,1.14,40.0,1,9,0,0,2,0,0,0,0
430,2,4.0,3.67,3.8,3.8,3.2,1.14,30.0,1,8,1,0,3,0,0,0,1
431,1,1.0,4.33,3.4,3.2,3.2,3.43,43.0,1,10,0,2,4,2,0,0,0
432,2,3.0,4.17,4.0,2.8,3.4,4.86,47.0,1,9,0,4,4,0,0,0,0
433,0,1.0,4.0,3.2,3.8,3.4,1.0,47.0,1,10,0,0,2,2,2,2,0
434,0,2.0,4.67,4.2,4.4,3.0,1.43,40.0,1,10,0,2,3,1,0,0,0
435,1,5.0,4.33,3.8,3.0,3.8,4.43,51.0,1,10,0,3,3,0,0,0,1
436,0,4.0,4.17,3.2,3.0,3.0,1.0,41.0,1,9,0,0,1,2,0,2,0
437,2,1.0,4.0,3.8,4.0,3.4,2.71,35.0,1,10,0,3,3,0,0,0,0
438,4,4.0,4.5,4.8,3.0,4.0,5.0,33.0,3,3,1,4,4,0,0,0,1
439,2,2.0,5.0,4.6,3.8,4.8,5.0,48.0,1,5,1,4,4,1,0,0,0
440,0,1.0,4.0,2.6,3.0,3.0,5.0,42.0,1,9,0,1,3,0,0,2,0
441,3,1.0,4.5,3.8,3.0,3.8,5.0,52.0,1,10,0,3,4,0,0,0,0
442,2,4.0,5.0,4.0,3.0,3.8,4.43,38.0,1,9,0,3,4,2,2,2,0
443,0,0.0,3.67,2.2,2.8,3.0,4.43,35.0,1,9,0,2,3,2,0,0,0
444,4,6.0,4.83,3.0,4.0,3.4,3.14,29.0,4,7,0,0,2,0,0,0,1
445,0,5.0,4.5,4.8,3.6,4.2,5.0,39.0,1,9,0,3,4,0,0,0,1
446,3,6.0,4.17,4.0,4.2,3.2,4.0,31.0,5,7,1,1,2,2,2,2,1
447,4,7.0,3.17,3.0,4.0,2.2,2.57,46.0,1,7,0,1,4,2,2,2,1
448,2,1.0,4.67,3.2,3.6,3.2,2.71,34.0,6,8,1,0,3,0,0,0,0
449,2,4.0,4.67,3.4,3.6,3.0,4.86,36.0,1,6,0,3,4,0,0,0,0
450,3,3.0,4.67,4.0,2.2,3.6,3.43,50.0,1,9,0,0,3,0,0,0,1
451,4,5.0,4.33,3.0,3.0,2.4,3.14,38.0,4,10,0,1,2,0,0,0,1
452,0,3.0,3.67,3.8,2.8,3.4,2.29,38.0,1,9,0,1,3,0,2,2,0
453,0,2.0,5.0,5.0,5.0,5.0,5.0,47.0,1,2,1,1,2,0,0,0,0
454,0,2.0,5.0,4.6,4.4,4.0,2.0,33.0,1,6,0,0,3,0,0,2,0
455,5,7.0,3.67,3.8,3.8,2.2,2.14,27.0,3,1,1,0,2,2,2,2,1
456,5,1.0,3.5,3.0,3.6,3.0,1.29,40.0,1,8,0,0,1,0,0,0,0
457,2,3.0,3.67,2.4,3.8,2.4,1.0,46.0,6,10,0,0,2,0,0,0,0
458,3,2.0,4.0,3.0,3.0,2.4,3.57,46.0,1,9,0,3,3,0,0,0,0
459,0,0.0,4.67,3.0,3.4,3.2,5.0,40.0,1,9,0,2,4,0,0,0,0
460,1,1.0,4.5,4.2,4.2,4.2,4.43,54.0,1,10,0,4,4,0,0,0,0
461,2,1.0,3.83,2.8,1.8,3.2,2.43,46.0,1,10,0,1,4,0,0,2,0
462,4,3.0,3.83,3.0,3.6,3.0,3.43,42.0,1,9,0,2,3,0,0,0,0
463,6,1.0,4.5,4.2,4.0,4.6,3.57,30.0,1,9,0,0,2,0,0,0,0
464,4,8.0,4.5,3.4,4.0,3.6,3.86,42.0,5,5,1,0,2,0,0,0,1
465,6,4.0,4.17,4.2,3.8,3.4,4.71,56.0,5,8,0,3,3,0,0,0,0
466,6,7.0,4.17,2.8,3.8,2.2,1.0,50.0,1,9,0,0,2,2,2,2,1
467,2,1.0,4.83,3.8,3.4,3.0,3.71,42.0,1,6,1,1,1,0,0,0,1
468,4,2.0,4.17,3.8,3.4,4.0,2.71,42.0,3,5,0,1,3,0,0,0,1
469,3,4.0,3.5,3.6,3.4,2.8,4.0,37.0,1,9,0,2,4,0,0,0,0
470,0,3.0,4.0,3.0,3.2,3.2,1.0,43.0,1,8,0,0,1,0,0,0,0
471,2,2.0,5.0,5.0,3.8,4.6,5.0,29.0,5,7,0,3,4,0,0,0,0
472,0,7.0,3.83,3.2,3.2,3.2,4.29,42.0,6,9,0,2,3,2,2,2,1
473,0,3.0,3.33,2.6,3.4,2.0,2.0,46.0,1,9,0,1,3,2,0,0,0
474,1,2.0,4.17,3.6,3.0,3.6,5.0,55.0,1,8,1,3,4,0,0,0,0
475,0,2.0,4.33,4.2,3.2,3.6,3.14,29.0,5,7,0,0,4,0,0,0,0
476,7,5.0,5.0,4.4,4.0,4.6,5.0,34.0,1,9,0,3,3,2,2,2,1
477,1,0.0,4.33,4.0,3.4,4.0,2.86,40.0,3,6,0,1,2,0,0,0,0
478,5,5.0,3.67,3.6,3.2,3.6,3.57,32.0,5,2,1,1,2,0,0,0,1
479,0,1.0,4.83,3.8,4.0,3.6,3.57,47.0,3,6,0,2,3,2,2,2,1
480,0,4.0,3.83,3.2,3.6,3.0,1.86,36.0,1,9,0,1,2,2,2,2,1
481,0,0.0,4.17,3.8,3.6,4.0,1.0,55.0,1,9,0,0,1,2,2,2,0
482,0,3.0,3.67,2.8,3.2,2.4,1.43,41.0,1,9,0,2,2,0,0,0,0
483,2,0.0,4.17,3.8,4.4,3.2,2.29,36.0,1,4,0,1,2,0,0,0,0
484,1,3.0,4.17,4.0,4.2,4.0,1.29,34.0,1,3,0,0,1,2,2,2,0
485,5,1.0,4.0,3.0,2.8,3.8,4.71,41.0,5,9,0,2,4,0,0,0,0
486,1,3.0,4.17,4.8,3.4,4.0,4.57,40.0,1,9,0,1,2,0,0,0,0
487,1,1.0,4.0,3.2,4.0,3.2,2.43,38.0,1,8,1,1,1,0,0,0,0
488,1,8.0,4.5,4.6,3.8,5.0,4.43,40.0,6,4,1,1,3,0,0,0,0
489,3,0.0,2.33,2.8,3.4,1.4,1.0,40.0,1,9,0,1,1,0,0,0,0
490,0,2.0,4.67,5.0,3.6,4.6,4.57,44.0,1,7,1,0,4,0,0,0,0
491,1,6.0,4.33,4.0,3.4,3.2,3.29,44.0,1,10,0,2,3,0,0,0,0
492,2,8.0,4.5,2.4,3.8,2.6,1.29,47.0,1,10,0,0,1,0,0,0,1
493,3,2.0,4.17,3.8,3.0,3.2,4.43,31.0,3,6,0,3,4,0,0,0,0
494,4,5.0,4.17,3.8,4.2,3.8,4.71,40.0,5,4,0,0,1,0,1,0,1
495,3,0.0,4.5,4.6,4.4,4.4,5.0,54.0,3,7,0,3,3,2,2,2,1
496,4,2.0,3.67,3.4,3.8,3.0,1.0,41.0,1,8,0,0,1,0,0,2,0
497,3,5.0,3.33,2.4,4.0,2.6,2.0,41.0,1,10,0,2,2,0,0,0,1
498,1,1.0,4.83,4.2,2.0,3.4,4.71,46.0,1,9,0,3,4,0,0,0,0
499,4,3.0,2.83,2.4,3.8,2.6,2.86,62.0,1,9,0,2,2,0,0,2,0
500,1,2.0,3.33,3.6,2.8,3.0,1.29,41.0,1,9,0,0,1,0,0,0,0
501,1,1.0,4.83,4.2,3.8,3.4,2.14,36.0,1,9,0,1,2,0,0,0,0
502,2,3.0,4.0,3.6,4.0,3.4,3.43,28.0,5,6,0,0,2,0,0,0,1
503,0,1.0,4.17,3.8,3.2,3.0,1.86,41.0,3,9,0,0,1,0,0,0,0
504,3,5.0,4.17,3.6,3.4,3.6,4.43,49.0,1,1,1,2,3,2,0,0,1
505,0,2.0,3.83,3.0,2.8,2.6,3.71,42.0,1,10,0,1,3,0,0,2,1
506,0,3.0,4.0,3.4,2.6,3.0,4.0,41.0,1,9,0,3,4,0,0,0,0
507,3,1.0,4.5,3.6,3.6,4.2,3.29,40.0,3,6,0,3,3,0,2,0,0
508,3,0.0,5.0,3.8,3.4,4.0,4.43,31.0,5,1,1,1,4,0,0,0,0
509,3,3.0,4.0,2.6,2.6,2.4,4.86,35.0,3,6,1,4,4,0,0,0,0
510,5,3.0,3.67,3.4,3.0,3.2,1.29,42.0,4,9,1,1,2,0,0,2,0
511,0,0.0,4.17,3.4,2.6,4.0,4.29,44.0,1,10,0,1,3,0,0,0,0
512,3,2.0,3.17,2.8,4.2,3.0,2.86,46.0,1,10,0,1,2,0,0,0,0
513,2,0.0,3.83,3.6,3.8,4.6,4.71,46.0,5,3,0,0,4,0,0,0,1
514,0,7.0,4.83,4.0,3.6,3.2,4.86,39.0,1,9,0,3,4,0,0,0,1
515,2,1.0,3.67,3.6,3.4,3.8,3.86,37.0,1,8,0,1,3,0,0,0,1
516,2,1.0,5.0,4.6,3.4,4.4,4.57,37.0,1,6,0,3,4,0,0,0,0
517,6,4.0,3.0,3.0,3.4,2.4,1.43,43.0,1,10,0,1,3,0,0,0,1
518,3,0.0,4.17,3.0,3.0,3.2,5.0,35.0,1,10,0,3,4,0,0,0,0
519,2,2.0,4.33,3.0,3.8,3.6,5.0,37.0,1,7,0,3,4,0,0,0,1
520,4,1.0,4.17,3.4,3.8,3.6,2.29,26.0,5,4,1,0,2,2,2,2,1
521,1,1.0,4.5,3.0,3.0,3.2,1.71,33.0,1,8,0,0,3,0,0,0,0
522,2,6.0,3.83,3.2,3.0,3.0,1.29,49.0,1,10,0,1,3,0,0,0,0
523,3,5.0,4.0,3.6,3.4,2.6,1.14,47.0,1,10,0,0,1,0,0,0,1
524,1,0.0,4.83,4.2,4.0,3.8,5.0,37.0,1,9,0,3,4,0,0,0,1
525,1,1.0,4.5,4.2,3.6,4.8,5.0,37.0,5,2,1,3,4,0,0,0,1
526,3,5.0,3.83,3.4,4.0,3.6,2.71,40.0,1,8,0,2,3,2,2,2,1
527,5,2.0,4.17,4.6,3.4,3.2,5.0,39.0,5,7,0,0,3,0,0,0,1
528,3,2.0,3.83,2.2,3.6,2.0,3.0,41.0,1,8,0,1,2,2,2,2,1
529,0,0.0,4.67,4.4,3.8,4.0,5.0,31.0,5,7,0,1,3,0,0,0,0
530,0,0.0,4.33,3.4,4.0,3.6,2.43,36.0,4,7,1,0,3,0,0,0,0
531,6,2.0,4.17,3.4,3.6,3.0,3.86,45.0,1,9,0,1,3,2,0,2,0
532,1,4.0,4.67,4.2,3.4,4.4,5.0,29.0,5,5,1,4,4,0,0,0,1
533,1,2.0,4.83,4.4,4.2,3.0,5.0,50.0,1,10,0,3,4,0,0,0,0
534,0,2.0,4.0,3.0,2.6,2.2,1.29,42.0,1,7,1,0,1,0,2,2,0
535,4,1.0,4.67,3.8,3.6,4.0,3.57,40.0,3,6,0,3,3,2,2,2,0
536,1,4.0,4.67,4.4,3.2,1.8,1.0,47.0,1,10,0,0,1,0,0,0,0
537,4,3.0,2.67,3.4,3.2,2.2,4.43,35.0,3,4,0,4,4,0,0,0,1
538,1,3.0,4.67,3.8,4.0,3.4,2.14,47.0,1,9,0,0,3,0,0,0,0
539,2,1.0,3.5,3.0,4.0,2.8,1.0,38.0,1,9,0,0,1,0,0,2,0
540,2,2.0,3.67,3.6,2.6,2.6,2.86,42.0,1,10,0,3,3,0,0,0,0
541,1,4.0,4.17,3.6,4.0,3.8,3.71,28.0,6,2,0,1,3,0,0,0,0
